Biomarker,AUC,Sensitivity (max sum),Specificity (max sum),Sensitivity (sens > 95%),Specificity (sens > 95%),Log2FC,p-value,n_pos,n_neg,n_pos+n_neg
SDC1_HUMAN,0.827,0.827,0.792,0.962,0.283,1.486,0.0,52,53,105
PRDX2_HUMAN,0.827,0.788,0.811,0.962,0.472,-0.878,0.0,52,53,105
PROF2_HUMAN,0.827,0.75,0.868,0.981,0.094,0.955,0.0,52,53,105
SYRC_HUMAN,0.827,0.788,0.811,0.962,0.113,0.982,0.0,52,53,105
H33_HUMAN,0.827,0.788,0.774,0.962,0.415,1.965,0.0,52,53,105
RPAP3_HUMAN,0.827,0.808,0.774,0.962,0.113,0.885,0.0,52,53,105
STRAP_HUMAN,0.827,0.75,0.868,0.962,0.113,0.912,0.0,52,53,105
MIF_HUMAN,0.826,0.712,0.887,0.962,0.057,1.007,0.0,52,53,105
ATX2L_HUMAN,0.826,0.635,0.943,0.962,0.151,1.121,0.0,52,53,105
SUCB2_HUMAN,0.826,0.808,0.811,0.962,0.377,-1.2,0.0,52,53,105
G6PE_HUMAN,0.825,0.846,0.698,0.962,0.491,-0.87,0.0,52,53,105
FRIH_HUMAN,0.825,0.788,0.792,0.962,0.415,-1.2,0.0,52,53,105
IF4E_HUMAN,0.825,0.769,0.811,0.981,0.132,0.848,0.0,52,53,105
IBP2_HUMAN,0.825,0.712,0.83,0.962,0.358,1.641,0.0,52,53,105
VATC1_HUMAN,0.825,0.808,0.755,0.962,0.17,0.751,0.0,52,53,105
SSRP1_HUMAN,0.825,0.712,0.868,0.962,0.208,1.16,0.0,52,53,105
LARP1_HUMAN,0.825,0.615,1.0,0.962,0.075,0.857,0.0,52,53,105
NUDC_HUMAN,0.825,0.654,0.943,0.962,0.151,1.03,0.0,52,53,105
MEMO1_HUMAN,0.825,0.808,0.774,0.962,0.226,0.804,0.0,52,53,105
EPB41_HUMAN,0.824,0.846,0.774,0.962,0.453,-0.988,0.0,52,53,105
GSTM2_HUMAN,0.824,0.788,0.736,0.962,0.434,-1.535,0.0,52,53,105
GLYG_HUMAN,0.824,0.865,0.679,0.962,0.377,0.802,0.0,52,53,105
PPID_HUMAN,0.824,0.692,0.925,0.962,0.132,0.987,0.0,52,53,105
ZC3HF_HUMAN,0.824,0.769,0.83,0.962,0.075,0.802,0.0,52,53,105
ARFG3_HUMAN,0.824,0.692,0.925,0.962,0.17,1.115,0.0,52,53,105
TENX_HUMAN,0.823,0.75,0.811,0.962,0.377,-0.875,0.0,52,53,105
PROF3_HUMAN,0.823,0.731,0.811,0.962,0.302,0.77,0.0,52,53,105
PLCB3_HUMAN,0.823,0.712,0.83,0.962,0.264,0.805,0.0,52,53,105
KIF2A_HUMAN,0.822,0.635,0.943,0.962,0.189,1.004,0.0,52,53,105
ARPC4_HUMAN,0.822,0.788,0.792,1.0,0.075,0.616,0.0,52,53,105
UB2D3_HUMAN,0.822,0.673,0.887,0.962,0.113,0.671,0.0,52,53,105
NACAM_HUMAN,0.821,0.769,0.774,0.981,0.132,0.834,0.0,52,53,105
BACH_HUMAN,0.821,0.692,0.906,1.0,0.038,1.126,0.0,52,53,105
FRYL_HUMAN,0.821,0.788,0.811,0.962,0.075,0.729,0.0,52,53,105
ADRM1_HUMAN,0.821,0.615,0.906,0.962,0.34,0.841,0.0,52,53,105
IRGQ_HUMAN,0.821,0.692,0.906,0.962,0.17,0.942,0.0,52,53,105
IPO5_HUMAN,0.82,0.635,0.962,0.962,0.094,0.798,0.0,52,53,105
NP1L1_HUMAN,0.82,0.731,0.887,0.962,0.057,0.929,0.0,52,53,105
BID_HUMAN,0.82,0.712,0.849,0.962,0.151,0.868,0.0,52,53,105
LAR4B_HUMAN,0.82,0.731,0.868,0.962,0.113,1.07,0.0,52,53,105
TBB1_HUMAN,0.82,0.788,0.83,0.981,0.057,0.652,0.0,52,53,105
EIF3J_HUMAN,0.819,0.712,0.792,0.962,0.151,0.955,0.0,52,53,105
CSDE1_HUMAN,0.819,0.788,0.792,0.981,0.113,0.835,0.0,52,53,105
RPN2_HUMAN,0.819,0.865,0.755,0.962,0.472,-1.336,0.0,52,53,105
SODE_HUMAN,0.819,0.635,0.887,0.962,0.226,-1.773,0.0,52,53,105
PURA_HUMAN,0.819,0.827,0.755,0.962,0.396,-0.915,0.0,52,53,105
ANS1A_HUMAN,0.819,0.635,0.981,0.981,0.132,0.835,0.0,52,53,105
MCTS1_HUMAN,0.819,0.827,0.717,0.962,0.189,0.809,0.0,52,53,105
GSDME_HUMAN,0.818,0.827,0.717,0.962,0.396,-1.037,0.0,52,53,105
RPN1_HUMAN,0.818,0.827,0.792,0.962,0.415,-1.346,0.0,52,53,105
HBG2_HUMAN,0.818,0.712,0.811,0.962,0.358,-2.48,0.0,52,53,105
SRPK2_HUMAN,0.818,0.615,0.925,0.962,0.245,0.937,0.0,52,53,105
LSM12_HUMAN,0.818,0.75,0.849,0.981,0.113,0.963,0.0,52,53,105
DNJA1_HUMAN,0.817,0.731,0.943,0.962,0.094,0.997,0.0,52,53,105
PP4R1_HUMAN,0.817,0.75,0.887,0.962,0.094,0.827,0.0,52,53,105
RELCH_HUMAN,0.817,0.673,0.887,0.962,0.151,0.845,0.0,52,53,105
H10_HUMAN,0.816,0.712,0.774,0.962,0.321,-1.539,0.0,52,53,105
1433S_HUMAN,0.816,0.846,0.679,0.962,0.17,1.855,0.0,52,53,105
H4_HUMAN,0.816,0.75,0.811,0.962,0.396,2.122,0.0,52,53,105
ARP5L_HUMAN,0.816,0.731,0.811,0.981,0.189,0.78,0.0,52,53,105
ANR17_HUMAN,0.815,0.75,0.906,0.981,0.094,0.771,0.0,52,53,105
TRAP1_HUMAN,0.815,0.673,0.887,0.962,0.151,0.668,0.0,52,53,105
STMN2_HUMAN,0.815,0.692,0.887,0.962,0.17,1.169,0.0,52,53,105
PIHD1_HUMAN,0.815,0.692,0.887,0.962,0.094,0.968,0.0,52,53,105
HYPK_HUMAN,0.815,0.75,0.792,0.962,0.151,0.932,0.0,52,53,105
IDHC_HUMAN,0.814,0.615,0.906,0.962,0.151,0.993,0.0,52,53,105
GGA1_HUMAN,0.814,0.673,0.849,0.962,0.189,0.867,0.0,52,53,105
NAMPT_HUMAN,0.813,0.788,0.755,0.962,0.321,0.985,0.0,52,53,105
VASP_HUMAN,0.813,0.635,0.906,0.981,0.151,0.847,0.0,52,53,105
SAR1B_HUMAN,0.813,0.673,0.849,0.962,0.302,1.059,0.0,52,53,105
IMA4_HUMAN,0.812,0.731,0.925,0.962,0.075,0.867,0.0,52,53,105
FRIL_HUMAN,0.812,0.731,0.792,0.962,0.321,-1.494,0.0,52,53,105
STMN1_HUMAN,0.812,0.712,0.849,0.962,0.113,1.237,0.0,52,53,105
8ODP_HUMAN,0.812,0.654,0.887,1.0,0.113,0.993,0.0,52,53,105
1433Z_HUMAN,0.812,0.635,0.943,0.962,0.17,0.618,0.0,52,53,105
ARP3_HUMAN,0.812,0.731,0.83,0.981,0.113,0.648,0.0,52,53,105
LSR_HUMAN,0.812,0.904,0.623,0.962,0.472,1.194,0.0,52,53,105
AGO1_HUMAN,0.812,0.788,0.774,0.962,0.491,-0.771,0.0,52,53,105
ARPC2_HUMAN,0.811,0.731,0.811,0.962,0.113,0.618,0.0,52,53,105
PMM2_HUMAN,0.811,0.712,0.811,0.962,0.132,0.989,0.0,52,53,105
BAG6_HUMAN,0.811,0.692,0.925,0.962,0.113,0.853,0.0,52,53,105
RAB10_HUMAN,0.811,0.692,0.906,0.962,0.189,0.568,0.0,52,53,105
XPP1_HUMAN,0.811,0.654,0.906,0.962,0.113,0.818,0.0,52,53,105
YTHD2_HUMAN,0.811,0.75,0.792,0.962,0.132,0.91,0.0,52,53,105
CLIC1_HUMAN,0.81,0.615,0.887,0.962,0.208,0.659,0.0,52,53,105
HSP74_HUMAN,0.81,0.654,0.868,0.962,0.151,0.723,0.0,52,53,105
RARR2_HUMAN,0.81,0.712,0.868,0.962,0.208,-1.09,0.0,52,53,105
COR1B_HUMAN,0.81,0.596,0.925,0.962,0.151,0.769,0.0,52,53,105
WIPI3_HUMAN,0.809,0.75,0.887,0.962,0.075,0.795,0.0,52,53,105
BPNT1_HUMAN,0.808,0.654,0.906,1.0,0.094,0.879,0.0,52,53,105
SRP14_HUMAN,0.808,0.75,0.774,0.962,0.34,1.418,0.0,52,53,105
SYIC_HUMAN,0.808,0.788,0.811,0.962,0.075,1.09,0.0,52,53,105
GSH1_HUMAN,0.808,0.731,0.792,0.962,0.358,-0.886,0.0,52,53,105
COR1C_HUMAN,0.808,0.827,0.755,0.962,0.17,0.745,0.0,52,53,105
ML12A_HUMAN;ML12B_HUMAN,0.807,0.558,1.0,0.962,0.283,1.384,0.0,52,53,105
NADK_HUMAN,0.807,0.654,0.849,0.962,0.113,0.9,0.0,52,53,105
COMT_HUMAN,0.807,0.769,0.774,0.962,0.075,0.986,0.0,52,53,105
SPIT1_HUMAN,0.806,0.788,0.717,0.962,0.226,1.234,0.0,52,53,105
XPOT_HUMAN,0.806,0.808,0.755,0.962,0.075,0.694,0.0,52,53,105
VIME_HUMAN,0.806,0.673,0.792,0.981,0.415,-1.044,0.0,52,53,105
ARF4_HUMAN,0.806,0.577,0.981,0.962,0.151,0.641,0.0,52,53,105
RAB4A_HUMAN,0.806,0.519,1.0,0.962,0.132,0.831,0.0,52,53,105
SYAC_HUMAN,0.806,0.769,0.717,0.962,0.132,0.73,0.0,52,53,105
S10AB_HUMAN,0.805,0.827,0.736,0.962,0.094,0.838,0.0,52,53,105
LTBP1_HUMAN,0.805,0.731,0.774,0.962,0.34,1.107,0.0,52,53,105
SYWC_HUMAN,0.804,0.673,0.868,0.962,0.151,1.014,0.0,52,53,105
IBP6_HUMAN,0.804,0.885,0.604,0.962,0.396,-0.968,0.0,52,53,105
SNAA_HUMAN,0.804,0.827,0.792,1.0,0.038,-0.646,0.0,52,53,105
WDR12_HUMAN,0.804,0.596,0.943,0.962,0.132,0.835,0.0,52,53,105
UCHL5_HUMAN,0.804,0.654,0.887,0.962,0.113,0.865,0.0,52,53,105
DENR_HUMAN,0.803,0.712,0.811,0.981,0.208,0.839,0.0,52,53,105
SRP09_HUMAN,0.803,0.731,0.755,0.962,0.264,1.417,0.0,52,53,105
SEPT6_HUMAN,0.803,0.769,0.774,0.962,0.415,-0.642,0.0,52,53,105
CO6A3_HUMAN,0.802,0.769,0.755,0.962,0.245,-0.737,0.0,52,53,105
CCDC6_HUMAN,0.802,0.712,0.925,0.962,0.075,1.11,0.0,52,53,105
PGTA_HUMAN,0.802,0.712,0.849,0.962,0.132,0.707,0.0,52,53,105
BT3L4_HUMAN,0.802,0.75,0.774,0.962,0.17,0.922,0.0,52,53,105
DPY30_HUMAN,0.802,0.788,0.755,1.0,0.075,0.932,0.0,52,53,105
TMA7_HUMAN,0.802,0.654,0.849,0.962,0.075,1.05,0.0,52,53,105
LYPA2_HUMAN,0.801,0.635,0.962,0.981,0.113,0.935,0.0,52,53,105
PSMG2_HUMAN,0.801,0.712,0.811,0.962,0.057,0.729,0.0,52,53,105
ARPC3_HUMAN,0.8,0.808,0.736,0.962,0.17,0.606,0.0,52,53,105
LEG1_HUMAN,0.8,0.673,0.811,0.962,0.302,-0.866,0.0,52,53,105
CASP8_HUMAN,0.8,0.75,0.811,0.981,0.094,0.757,0.0,52,53,105
LTBP4_HUMAN,0.8,0.596,0.925,0.962,0.208,-1.246,0.0,52,53,105
SPS2_HUMAN,0.8,0.635,0.943,1.0,0.094,0.805,0.0,52,53,105
BCCIP_HUMAN,0.8,0.692,0.83,0.962,0.113,1.009,0.0,52,53,105
NOTC3_HUMAN,0.8,0.673,0.887,0.962,0.094,0.707,0.0,52,53,105
DNM1L_HUMAN,0.799,0.75,0.811,0.962,0.075,0.802,0.0,52,53,105
GNAI2_HUMAN,0.799,0.885,0.585,0.962,0.34,-0.756,0.0,52,53,105
IQGA1_HUMAN,0.799,0.615,0.906,0.962,0.226,0.636,0.0,52,53,105
MAP2_HUMAN,0.799,0.635,0.906,1.0,0.132,0.91,0.0,52,53,105
MYL6_HUMAN,0.799,0.538,0.962,0.962,0.189,0.959,0.0,52,53,105
BST1_HUMAN,0.799,0.673,0.887,0.981,0.17,-1.042,0.0,52,53,105
NCALD_HUMAN,0.799,0.673,0.887,1.0,0.0,0.931,0.0,52,53,105
MYCBP_HUMAN,0.799,0.596,0.981,0.981,0.132,0.904,0.0,52,53,105
PRC2C_HUMAN,0.799,0.788,0.717,0.981,0.113,0.956,0.0,52,53,105
ARP2_HUMAN,0.798,0.788,0.755,0.962,0.132,0.594,0.0,52,53,105
IWS1_HUMAN,0.798,0.635,0.887,0.962,0.226,0.812,0.0,52,53,105
NUDT9_HUMAN,0.798,0.731,0.755,0.962,0.208,0.79,0.0,52,53,105
AGRIN_HUMAN,0.797,0.615,0.887,0.962,0.226,1.158,0.0,52,53,105
LRC40_HUMAN,0.797,0.673,0.906,1.0,0.075,0.745,0.0,52,53,105
NPTN_HUMAN,0.797,0.769,0.774,0.962,0.283,-0.886,0.0,52,53,105
TENA_HUMAN,0.796,0.769,0.755,0.962,0.17,1.371,0.0,52,53,105
TBB3_HUMAN,0.796,0.731,0.83,0.962,0.057,0.686,0.0,52,53,105
PLGT3_HUMAN,0.796,0.808,0.774,0.962,0.321,-0.952,0.0,52,53,105
EFNMT_HUMAN,0.796,0.712,0.83,0.962,0.057,0.758,0.0,52,53,105
TTC1_HUMAN,0.796,0.654,0.868,0.962,0.094,0.83,0.0,52,53,105
CAPAM_HUMAN,0.796,0.769,0.774,0.962,0.377,-0.793,0.0,52,53,105
GORS2_HUMAN,0.796,0.654,0.906,0.962,0.17,0.97,0.0,52,53,105
XPO2_HUMAN,0.795,0.673,0.868,0.981,0.075,0.686,0.0,52,53,105
DAG1_HUMAN,0.795,0.865,0.642,0.962,0.17,0.835,0.0,52,53,105
ABI1_HUMAN,0.795,0.577,0.906,0.962,0.189,0.651,0.0,52,53,105
NAA50_HUMAN,0.795,0.712,0.83,0.962,0.113,0.801,0.0,52,53,105
JUPI2_HUMAN,0.795,0.577,0.943,0.981,0.113,1.178,0.0,52,53,105
CYRIA_HUMAN,0.795,0.692,0.792,0.962,0.208,-0.78,0.0,52,53,105
BIG1_HUMAN,0.795,0.712,0.887,0.962,0.057,0.702,0.0,52,53,105
PRPS1_HUMAN,0.794,0.827,0.792,0.962,0.132,-0.813,0.0,52,53,105
TNG2_HUMAN,0.794,0.808,0.774,0.962,0.226,-0.779,0.0,52,53,105
MET_HUMAN,0.793,0.635,0.868,0.962,0.208,0.833,0.0,52,53,105
DPYL2_HUMAN,0.793,0.75,0.755,0.962,0.264,-0.944,0.0,52,53,105
CBL_HUMAN,0.792,0.692,0.83,0.962,0.226,0.626,0.0,52,53,105
NASP_HUMAN,0.792,0.635,0.943,0.962,0.094,0.99,0.0,52,53,105
GALT2_HUMAN,0.792,0.635,0.887,1.0,0.0,0.789,0.0,52,53,105
MYO6_HUMAN,0.792,0.75,0.83,0.962,0.038,0.94,0.0,52,53,105
YKT6_HUMAN,0.791,0.692,0.906,1.0,0.075,0.683,0.0,52,53,105
ENOG_HUMAN,0.791,0.692,0.792,0.962,0.189,1.134,0.0,52,53,105
GNA11_HUMAN,0.791,0.769,0.698,0.981,0.245,-1.109,0.0,52,53,105
SQSTM_HUMAN,0.791,0.712,0.811,0.962,0.151,0.949,0.0,52,53,105
GALE_HUMAN,0.791,0.673,0.887,0.962,0.075,0.893,0.0,52,53,105
CCD25_HUMAN,0.791,0.635,0.887,0.981,0.113,0.793,0.0,52,53,105
RFIP1_HUMAN,0.791,0.827,0.679,0.962,0.189,0.823,0.0,52,53,105
RIR2B_HUMAN,0.791,0.673,0.83,0.962,0.075,0.683,0.0,52,53,105
AP3B1_HUMAN,0.79,0.788,0.717,0.962,0.094,0.83,0.0,52,53,105
EZRI_HUMAN,0.79,0.712,0.755,0.962,0.321,0.807,0.0,52,53,105
RAB1A_HUMAN,0.79,0.596,0.906,0.962,0.132,0.65,0.0,52,53,105
PA1B3_HUMAN,0.79,0.654,0.887,0.962,0.075,0.898,0.0,52,53,105
BPIB1_HUMAN,0.79,0.673,0.774,0.981,0.245,-2.219,0.0,52,53,105
PSME2_HUMAN,0.79,0.635,0.925,0.962,0.113,0.818,0.0,52,53,105
ALDH2_HUMAN,0.789,0.654,0.868,0.962,0.189,-1.132,0.0,52,53,105
ACBP_HUMAN,0.789,0.769,0.698,0.962,0.302,0.862,0.0,52,53,105
PSA3_HUMAN,0.789,0.615,0.943,0.962,0.151,0.661,0.0,52,53,105
NMI_HUMAN,0.789,0.654,0.83,0.962,0.189,0.78,0.0,52,53,105
COPZ1_HUMAN,0.789,0.615,0.906,0.962,0.189,0.661,0.0,52,53,105
PGP_HUMAN,0.788,0.596,0.925,0.962,0.057,0.779,0.0,52,53,105
IMA3_HUMAN,0.788,0.596,0.981,1.0,0.094,0.633,0.0,52,53,105
RL23_HUMAN,0.788,0.654,0.906,0.962,0.075,0.723,0.0,52,53,105
GALT1_HUMAN,0.788,0.788,0.698,0.962,0.113,0.864,0.0,52,53,105
LRC59_HUMAN,0.788,0.577,0.925,0.962,0.245,1.06,0.0,52,53,105
RCN3_HUMAN,0.788,0.712,0.811,0.962,0.321,-1.301,0.0,52,53,105
PYM1_HUMAN,0.788,0.635,0.887,0.962,0.132,1.036,0.0,52,53,105
HEBP1_HUMAN,0.788,0.788,0.717,0.981,0.132,-0.678,0.0,52,53,105
RN181_HUMAN,0.788,0.692,0.868,0.962,0.113,0.91,0.0,52,53,105
ZPR1_HUMAN,0.787,0.788,0.698,0.962,0.132,0.846,0.0,52,53,105
DDX5_HUMAN,0.787,0.712,0.849,0.962,0.113,0.842,0.0,52,53,105
SPSY_HUMAN,0.787,0.827,0.623,0.981,0.075,0.826,0.0,52,53,105
GNA13_HUMAN,0.787,0.577,0.925,0.981,0.321,-0.893,0.0,52,53,105
ADIRF_HUMAN,0.787,0.654,0.849,0.962,0.189,-1.573,0.0,52,53,105
TARSH_HUMAN,0.787,0.788,0.717,0.981,0.226,-1.119,0.0,52,53,105
DIP2B_HUMAN,0.787,0.75,0.755,0.962,0.245,0.631,0.0,52,53,105
TES_HUMAN,0.787,0.654,0.925,0.981,0.038,0.814,0.0,52,53,105
KAD1_HUMAN,0.786,0.75,0.811,1.0,0.0,-0.834,0.0,52,53,105
BTF3_HUMAN,0.786,0.808,0.698,0.962,0.113,0.904,0.0,52,53,105
RS5_HUMAN,0.786,0.788,0.679,0.962,0.038,0.762,0.0,52,53,105
ACTB_HUMAN,0.786,0.692,0.83,0.962,0.132,0.356,0.0,52,53,105
RABL6_HUMAN,0.786,0.596,0.849,0.962,0.189,0.838,0.0,52,53,105
SND1_HUMAN,0.786,0.596,0.925,0.962,0.075,0.761,0.0,52,53,105
SYLC_HUMAN,0.786,0.769,0.736,0.981,0.019,0.894,0.0,52,53,105
GMDS_HUMAN,0.785,0.538,0.962,0.962,0.094,0.986,0.0,52,53,105
PIPNB_HUMAN,0.785,0.635,0.868,0.962,0.151,0.764,0.0,52,53,105
PGTB2_HUMAN,0.785,0.808,0.698,0.962,0.132,0.627,0.0,52,53,105
IF4A1_HUMAN,0.785,0.692,0.849,0.981,0.038,0.569,0.0,52,53,105
RCC2_HUMAN,0.785,0.596,0.925,0.981,0.132,0.75,0.0,52,53,105
EFTU_HUMAN,0.784,0.827,0.679,0.962,0.094,-1.07,1e-06,52,53,105
GCN1_HUMAN,0.784,0.673,0.887,0.962,0.094,0.729,1e-06,52,53,105
DPCD_HUMAN,0.784,0.577,0.981,0.962,0.019,0.725,1e-06,52,53,105
F13A_HUMAN,0.783,0.846,0.66,0.962,0.113,-0.911,1e-06,52,53,105
PSA2_HUMAN,0.783,0.673,0.849,0.981,0.094,0.683,1e-06,52,53,105
CALX_HUMAN,0.783,0.923,0.679,0.962,0.509,-0.826,1e-06,52,53,105
XPO5_HUMAN,0.783,0.654,0.868,0.962,0.094,0.846,1e-06,52,53,105
AGO2_HUMAN,0.783,0.75,0.717,0.981,0.396,-0.661,1e-06,52,53,105
AP3D1_HUMAN,0.782,0.558,0.943,0.962,0.17,0.78,1e-06,52,53,105
PDCD5_HUMAN,0.782,0.558,0.906,0.981,0.075,0.93,1e-06,52,53,105
GNAQ_HUMAN,0.782,0.769,0.679,0.962,0.245,-0.993,1e-06,52,53,105
MANF_HUMAN,0.782,0.692,0.755,0.962,0.302,0.973,1e-06,52,53,105
DAA10_HUMAN,0.782,0.673,0.887,0.962,0.075,0.647,1e-06,52,53,105
PPP6_HUMAN,0.781,0.731,0.774,0.962,0.057,0.54,1e-06,52,53,105
PSA4_HUMAN,0.781,0.596,0.962,0.962,0.132,0.649,1e-06,52,53,105
MMP14_HUMAN,0.781,0.577,0.887,0.962,0.151,0.806,1e-06,52,53,105
TLE3_HUMAN,0.781,0.673,0.849,0.962,0.094,0.716,1e-06,52,53,105
KLC1_HUMAN,0.781,0.615,0.925,0.962,0.132,0.819,1e-06,52,53,105
REPS1_HUMAN,0.781,0.654,0.811,0.981,0.151,0.647,1e-06,52,53,105
IPO9_HUMAN,0.781,0.712,0.849,1.0,0.038,0.698,1e-06,52,53,105
DRG1_HUMAN,0.781,0.788,0.792,0.962,0.113,0.69,1e-06,52,53,105
OGA_HUMAN,0.78,0.615,0.906,0.962,0.132,0.67,1e-06,52,53,105
PGAM1_HUMAN,0.78,0.615,0.887,0.962,0.245,0.673,1e-06,52,53,105
PSA6_HUMAN,0.78,0.596,0.962,0.981,0.075,0.644,1e-06,52,53,105
AHNK_HUMAN,0.78,0.654,0.83,0.962,0.17,-0.94,1e-06,52,53,105
PFD3_HUMAN,0.78,0.577,0.925,0.981,0.075,0.792,1e-06,52,53,105
KT3K_HUMAN,0.78,0.865,0.642,0.962,0.208,-0.592,1e-06,52,53,105
UGDH_HUMAN,0.779,0.615,0.906,0.981,0.113,1.081,1e-06,52,53,105
RS16_HUMAN,0.779,0.673,0.849,1.0,0.019,0.57,1e-06,52,53,105
1433F_HUMAN,0.779,0.538,0.943,0.962,0.151,0.667,1e-06,52,53,105
DPYL1_HUMAN,0.779,0.596,0.849,0.962,0.321,-1.468,1e-06,52,53,105
UBQL4_HUMAN,0.779,0.769,0.698,0.981,0.132,0.849,1e-06,52,53,105
ABCF2_HUMAN,0.779,0.577,0.943,1.0,0.038,0.628,1e-06,52,53,105
PFD6_HUMAN,0.778,0.635,0.868,0.962,0.113,0.786,1e-06,52,53,105
DNLI1_HUMAN,0.778,0.519,1.0,1.0,0.0,0.72,1e-06,52,53,105
PSMD7_HUMAN,0.778,0.731,0.792,0.981,0.075,0.654,1e-06,52,53,105
RBP1_HUMAN,0.778,0.712,0.736,0.962,0.264,0.661,1e-06,52,53,105
RAP2B_HUMAN,0.778,0.808,0.679,0.962,0.113,-0.57,1e-06,52,53,105
PGBM_HUMAN,0.778,0.673,0.792,0.981,0.113,1.011,1e-06,52,53,105
CAP1_HUMAN,0.778,0.692,0.792,0.962,0.151,0.601,1e-06,52,53,105
RN213_HUMAN,0.778,0.673,0.887,0.962,0.057,0.807,1e-06,52,53,105
OLA1_HUMAN,0.778,0.615,0.943,0.981,0.057,0.638,1e-06,52,53,105
UBQL1_HUMAN,0.778,0.731,0.736,0.962,0.132,0.815,1e-06,52,53,105
PARP1_HUMAN,0.777,0.731,0.774,0.981,0.075,0.991,1e-06,52,53,105
LIRA3_HUMAN,0.777,0.827,0.698,1.0,0.057,0.769,1e-06,52,53,105
SEM4D_HUMAN,0.777,0.635,0.868,0.962,0.094,0.66,1e-06,52,53,105
FUBP1_HUMAN,0.777,0.692,0.83,0.962,0.094,0.846,1e-06,52,53,105
ATG5_HUMAN,0.777,0.577,0.962,0.962,0.075,0.723,1e-06,52,53,105
EIF3K_HUMAN,0.777,0.519,0.962,0.962,0.057,0.627,1e-06,52,53,105
LANC1_HUMAN,0.776,0.865,0.642,0.981,0.283,-0.554,1e-06,52,53,105
FLOT1_HUMAN,0.776,0.615,0.849,0.962,0.208,-0.788,1e-06,52,53,105
SYVC_HUMAN,0.776,0.712,0.774,0.962,0.094,0.859,1e-06,52,53,105
PSA5_HUMAN,0.776,0.615,0.925,0.981,0.094,0.652,1e-06,52,53,105
CLIP1_HUMAN,0.776,0.865,0.604,0.981,0.17,0.708,1e-06,52,53,105
GSH0_HUMAN,0.776,0.692,0.792,0.962,0.283,-0.634,1e-06,52,53,105
FBLN3_HUMAN,0.776,0.654,0.83,1.0,0.245,-0.701,1e-06,52,53,105
BGH3_HUMAN,0.776,0.827,0.642,0.962,0.151,0.867,1e-06,52,53,105
AFG2A_HUMAN,0.776,0.712,0.792,0.962,0.038,0.563,1e-06,52,53,105
ABCF1_HUMAN,0.776,0.75,0.755,0.962,0.132,0.891,1e-06,52,53,105
ZW10_HUMAN,0.775,0.654,0.906,0.962,0.038,0.461,1e-06,52,53,105
TBA4A_HUMAN,0.775,0.615,0.906,0.981,0.057,0.564,1e-06,52,53,105
4EBP1_HUMAN,0.775,0.654,0.962,1.0,0.057,1.064,1e-06,52,53,105
OCLN_HUMAN,0.775,0.731,0.717,0.981,0.057,0.903,1e-06,52,53,105
SMRC1_HUMAN,0.775,0.712,0.849,0.962,0.151,0.937,1e-06,52,53,105
CC124_HUMAN,0.775,0.635,0.83,0.962,0.038,0.894,1e-06,52,53,105
HPBP1_HUMAN,0.775,0.577,0.887,0.962,0.094,0.632,1e-06,52,53,105
HSBP1_HUMAN,0.774,0.596,0.887,0.962,0.189,0.869,1e-06,52,53,105
C2D1A_HUMAN,0.774,0.481,1.0,0.981,0.038,0.676,1e-06,52,53,105
DAAF5_HUMAN,0.774,0.519,1.0,0.962,0.113,0.723,1e-06,52,53,105
ARB2A_HUMAN,0.774,0.904,0.623,0.962,0.528,-0.555,1e-06,52,53,105
PBIP1_HUMAN,0.774,0.712,0.774,0.962,0.189,-0.94,1e-06,52,53,105
SP16H_HUMAN,0.774,0.692,0.792,0.962,0.094,1.034,1e-06,52,53,105
WFS1_HUMAN,0.773,0.75,0.736,0.962,0.075,-0.892,1e-06,52,53,105
SC24A_HUMAN,0.773,0.731,0.755,0.962,0.189,0.635,1e-06,52,53,105
PSB2_HUMAN,0.773,0.577,0.943,0.962,0.151,0.652,1e-06,52,53,105
RB11B_HUMAN,0.773,0.635,0.868,0.981,0.132,0.646,1e-06,52,53,105
CELF1_HUMAN,0.773,0.654,0.849,0.962,0.057,0.81,1e-06,52,53,105
CHID1_HUMAN,0.773,0.75,0.792,0.962,0.226,-0.784,1e-06,52,53,105
H2AW_HUMAN,0.773,0.712,0.717,0.962,0.189,-1.396,1e-06,52,53,105
PSA7_HUMAN,0.772,0.615,0.906,0.962,0.151,0.628,2e-06,52,53,105
PPM1G_HUMAN,0.772,0.75,0.774,0.962,0.038,0.792,2e-06,52,53,105
RRAS_HUMAN,0.772,0.615,0.811,0.962,0.396,-0.838,2e-06,52,53,105
THOP1_HUMAN,0.772,0.635,0.906,0.962,0.132,0.594,2e-06,52,53,105
RS18_HUMAN,0.772,0.654,0.868,0.962,0.057,0.789,2e-06,52,53,105
ABHEB_HUMAN,0.772,0.75,0.736,1.0,0.17,-0.76,2e-06,52,53,105
MYO1C_HUMAN,0.771,0.615,0.887,0.981,0.208,-0.94,2e-06,52,53,105
VP26A_HUMAN,0.771,0.558,0.887,0.962,0.132,0.606,2e-06,52,53,105
FAK1_HUMAN,0.771,0.519,0.981,1.0,0.113,0.681,2e-06,52,53,105
ELOC_HUMAN,0.771,0.577,0.925,0.981,0.094,0.691,2e-06,52,53,105
ARF5_HUMAN,0.771,0.577,0.981,0.962,0.094,0.578,2e-06,52,53,105
TWF2_HUMAN,0.771,0.712,0.736,0.962,0.245,0.643,2e-06,52,53,105
