Biomarker_1,AUC,se_97_Threshold,se_97_Sensitivity,se_97_Specificity,se_97_NPV,se_97_PPV,se_95_Threshold,se_95_Sensitivity,se_95_Specificity,se_95_NPV,se_95_PPV,max_sum_Threshold,max_sum_Sensitivity,max_sum_Specificity,max_sum_NPV,max_sum_PPV
MECP2_ASNS,0.98867,0.13131,0.98214,0.86538,0.97826,0.88710,0.57576,0.94643,0.98077,0.94444,0.98148,0.57576,0.94643,0.98077,0.94444,0.98148
AL1A1_MSTO1,0.98866,0.14141,1.00000,0.85714,1.00000,0.88525,0.32323,0.96296,0.91837,0.95745,0.92857,0.38384,0.94444,0.93878,0.93878,0.94444
CNRP1_MSTO1,0.98866,0.23232,0.98148,0.91837,0.97826,0.92982,0.34343,0.96296,0.95918,0.95918,0.96296,0.34343,0.96296,0.95918,0.95918,0.96296
MSTO1_AL1A1,0.98866,0.14141,1.00000,0.85714,1.00000,0.88525,0.32323,0.96296,0.91837,0.95745,0.92857,0.38384,0.94444,0.93878,0.93878,0.94444
MSTO1_CNRP1,0.98866,0.23232,0.98148,0.91837,0.97826,0.92982,0.34343,0.96296,0.95918,0.95918,0.96296,0.34343,0.96296,0.95918,0.95918,0.96296
RECK_ACACA,0.98863,0.22222,0.98000,0.92157,0.97917,0.92453,0.31313,0.96000,0.94118,0.96000,0.94118,0.22222,0.98000,0.92157,0.97917,0.92453
ACACA_RECK,0.98863,0.22222,0.98000,0.92157,0.97917,0.92453,0.31313,0.96000,0.94118,0.96000,0.94118,0.22222,0.98000,0.92157,0.97917,0.92453
ASNS_EPDR1,0.98838,0.09091,0.98148,0.84314,0.97727,0.86885,0.23232,0.96296,0.90196,0.95833,0.91228,0.64646,0.90741,1.00000,0.91071,1.00000
EPDR1_ASNS,0.98838,0.09091,0.98148,0.84314,0.97727,0.86885,0.23232,0.96296,0.90196,0.95833,0.91228,0.64646,0.90741,1.00000,0.91071,1.00000
AL1A1_HMCS1,0.9882,0.18182,0.98214,0.89286,0.98039,0.90164,0.31313,0.94643,0.92857,0.94545,0.92982,0.18182,0.98214,0.89286,0.98039,0.90164
HMCS1_AL1A1,0.9882,0.18182,0.98214,0.89286,0.98039,0.90164,0.31313,0.94643,0.92857,0.94545,0.92982,0.18182,0.98214,0.89286,0.98039,0.90164
AL1A2_UCK2,0.98808,0.13131,0.98039,0.86275,0.97778,0.87719,0.27273,0.96078,0.92157,0.95918,0.92453,0.27273,0.96078,0.92157,0.95918,0.92453
UCK2_AL1A2,0.98808,0.13131,0.98039,0.86275,0.97778,0.87719,0.27273,0.96078,0.92157,0.95918,0.92453,0.27273,0.96078,0.92157,0.95918,0.92453
AL1A1_IMA1,0.98807,0.12121,0.98246,0.84000,0.97674,0.87500,0.39394,0.94737,0.98000,0.94231,0.98182,0.39394,0.94737,0.98000,0.94231,0.98182
IMA1_AL1A1,0.98807,0.12121,0.98246,0.84000,0.97674,0.87500,0.39394,0.94737,0.98000,0.94231,0.98182,0.39394,0.94737,0.98000,0.94231,0.98182
AL1A1_UBE2H,0.988,0.20202,1.00000,0.92982,1.00000,0.93443,0.24242,0.96491,0.94737,0.96429,0.94828,0.20202,1.00000,0.92982,1.00000,0.93443
UBE2H_AL1A1,0.988,0.20202,1.00000,0.92982,1.00000,0.93443,0.24242,0.96491,0.94737,0.96429,0.94828,0.20202,1.00000,0.92982,1.00000,0.93443
KAP3_HMCS1,0.98788,0.15152,0.98039,0.87273,0.97959,0.87719,0.15152,0.98039,0.87273,0.97959,0.87719,0.75758,0.88235,1.00000,0.90164,1.00000
HMCS1_KAP3,0.98788,0.15152,0.98039,0.87273,0.97959,0.87719,0.15152,0.98039,0.87273,0.97959,0.87719,0.75758,0.88235,1.00000,0.90164,1.00000
SMC2_AL1A1,0.98786,0.15152,0.98214,0.90000,0.97826,0.91667,0.60606,0.94643,0.98000,0.94231,0.98148,0.60606,0.94643,0.98000,0.94231,0.98148
AL1A1_SMC2,0.98786,0.15152,0.98214,0.90000,0.97826,0.91667,0.60606,0.94643,0.98000,0.94231,0.98148,0.60606,0.94643,0.98000,0.94231,0.98148
CDN2C_DHYS,0.98784,0.17172,0.98039,0.88000,0.97778,0.89286,0.17172,0.98039,0.88000,0.97778,0.89286,0.55556,0.92157,0.98000,0.92453,0.97917
DHYS_CDN2C,0.98784,0.17172,0.98039,0.88000,0.97778,0.89286,0.17172,0.98039,0.88000,0.97778,0.89286,0.55556,0.92157,0.98000,0.92453,0.97917
VINEX_GARS,0.98765,0.44444,0.98113,0.96364,0.98148,0.96296,0.44444,0.98113,0.96364,0.98148,0.96296,0.44444,0.98113,0.96364,0.98148,0.96296
GARS_VINEX,0.98765,0.44444,0.98113,0.96364,0.98148,0.96296,0.44444,0.98113,0.96364,0.98148,0.96296,0.44444,0.98113,0.96364,0.98148,0.96296
SMC2_EGLN,0.9875,0.22222,0.98214,0.90000,0.97826,0.91667,0.30303,0.96429,0.94000,0.95918,0.94737,0.55556,0.92857,0.98000,0.92453,0.98113
EGLN_SMC2,0.9875,0.22222,0.98214,0.90000,0.97826,0.91667,0.30303,0.96429,0.94000,0.95918,0.94737,0.55556,0.92857,0.98000,0.92453,0.98113
AL1A1_GNA1,0.98734,0.26263,0.98182,0.94643,0.98148,0.94737,0.36364,0.96364,0.96429,0.96429,0.96364,0.26263,0.98182,0.94643,0.98148,0.94737
GNA1_AL1A1,0.98734,0.26263,0.98182,0.94643,0.98148,0.94737,0.36364,0.96364,0.96429,0.96429,0.96364,0.26263,0.98182,0.94643,0.98148,0.94737
CLIC2_UCK2,0.98731,0.18182,0.98039,0.88235,0.97826,0.89286,0.18182,0.98039,0.88235,0.97826,0.89286,0.68687,0.92157,0.98039,0.92593,0.97917
VINEX_NDKB,0.98731,0.09091,0.98113,0.80000,0.97778,0.82540,0.29293,0.96226,0.92727,0.96226,0.92727,0.29293,0.96226,0.92727,0.96226,0.92727
NDKB_VINEX,0.98731,0.09091,0.98113,0.80000,0.97778,0.82540,0.29293,0.96226,0.92727,0.96226,0.92727,0.29293,0.96226,0.92727,0.96226,0.92727
UCK2_CLIC2,0.98731,0.18182,0.98039,0.88235,0.97826,0.89286,0.18182,0.98039,0.88235,0.97826,0.89286,0.68687,0.92157,0.98039,0.92593,0.97917
ASNS_KANK2,0.98718,0.09091,1.00000,0.82692,1.00000,0.85714,0.09091,1.00000,0.82692,1.00000,0.85714,0.48485,0.92593,1.00000,0.92857,1.00000
KANK2_ASNS,0.98718,0.09091,1.00000,0.82692,1.00000,0.85714,0.09091,1.00000,0.82692,1.00000,0.85714,0.48485,0.92593,1.00000,0.92857,1.00000
PGS2_IMA1,0.98702,0.22222,0.98246,0.90000,0.97826,0.91803,0.52525,0.94737,0.98000,0.94231,0.98182,0.66667,0.92982,1.00000,0.92593,1.00000
IMA1_PGS2,0.98702,0.22222,0.98246,0.90000,0.97826,0.91803,0.52525,0.94737,0.98000,0.94231,0.98182,0.66667,0.92982,1.00000,0.92593,1.00000
DPOD1_KANK2,0.98697,0.16162,0.98148,0.85185,0.97872,0.86885,0.16162,0.98148,0.85185,0.97872,0.86885,0.70707,0.90741,1.00000,0.91525,1.00000
KANK2_DPOD1,0.98697,0.16162,0.98148,0.85185,0.97872,0.86885,0.16162,0.98148,0.85185,0.97872,0.86885,0.70707,0.90741,1.00000,0.91525,1.00000
VINEX_IDE,0.98696,0.14141,0.98113,0.85455,0.97917,0.86667,0.26263,0.96226,0.92727,0.96226,0.92727,0.41414,0.94340,0.96364,0.94643,0.96154
VINEX_HMCS1,0.98696,0.25253,0.98113,0.89091,0.98000,0.89655,0.26263,0.96226,0.90909,0.96154,0.91071,0.47475,0.94340,0.94545,0.94545,0.94340
IDE_VINEX,0.98696,0.14141,0.98113,0.85455,0.97917,0.86667,0.26263,0.96226,0.92727,0.96226,0.92727,0.41414,0.94340,0.96364,0.94643,0.96154
HMCS1_VINEX,0.98696,0.25253,0.98113,0.89091,0.98000,0.89655,0.26263,0.96226,0.90909,0.96154,0.91071,0.47475,0.94340,0.94545,0.94545,0.94340
MXRA7_UCK2,0.98693,0.34343,0.98039,0.92157,0.97917,0.92593,0.37374,0.96078,0.94118,0.96000,0.94231,0.34343,0.98039,0.92157,0.97917,0.92593
UCK2_MXRA7,0.98693,0.34343,0.98039,0.92157,0.97917,0.92593,0.37374,0.96078,0.94118,0.96000,0.94231,0.34343,0.98039,0.92157,0.97917,0.92593
CDN2C_ESRP1,0.98679,0.06061,0.98000,0.75472,0.97561,0.79032,0.25253,0.96000,0.90566,0.96000,0.90566,0.55556,0.94000,0.98113,0.94545,0.97917
ESRP1_CDN2C,0.98679,0.06061,0.98000,0.75472,0.97561,0.79032,0.25253,0.96000,0.90566,0.96000,0.90566,0.55556,0.94000,0.98113,0.94545,0.97917
AL1A2_ESRP1,0.98672,0.20202,0.98113,0.90741,0.98000,0.91228,0.38384,0.96226,0.96296,0.96296,0.96226,0.38384,0.96226,0.96296,0.96296,0.96226
ESRP1_AL1A2,0.98672,0.20202,0.98113,0.90741,0.98000,0.91228,0.38384,0.96226,0.96296,0.96296,0.96226,0.38384,0.96226,0.96296,0.96296,0.96226
AL1A1_RTKN,0.98667,0.13131,0.98000,0.88235,0.97826,0.89091,0.32323,0.96000,0.98039,0.96154,0.97959,0.32323,0.96000,0.98039,0.96154,0.97959
MXRA7_RTKN,0.98667,0.29293,0.98000,0.90196,0.97872,0.90741,0.29293,0.98000,0.90196,0.97872,0.90741,0.29293,0.98000,0.90196,0.97872,0.90741
RTKN_AL1A1,0.98667,0.13131,0.98000,0.88235,0.97826,0.89091,0.32323,0.96000,0.98039,0.96154,0.97959,0.32323,0.96000,0.98039,0.96154,0.97959
RTKN_MXRA7,0.98667,0.29293,0.98000,0.90196,0.97872,0.90741,0.29293,0.98000,0.90196,0.97872,0.90741,0.29293,0.98000,0.90196,0.97872,0.90741
NRDC_VINEX,0.98662,0.18182,0.98113,0.89091,0.98000,0.89655,0.18182,0.98113,0.89091,0.98000,0.89655,0.60606,0.94340,0.98182,0.94737,0.98039
VINEX_NRDC,0.98662,0.18182,0.98113,0.89091,0.98000,0.89655,0.18182,0.98113,0.89091,0.98000,0.89655,0.60606,0.94340,0.98182,0.94737,0.98039
VINEX_CASP3,0.98662,0.07071,0.98113,0.80000,0.97778,0.82540,0.21212,0.96226,0.87273,0.96000,0.87931,0.67677,0.90566,1.00000,0.91667,1.00000
CASP3_VINEX,0.98662,0.07071,0.98113,0.80000,0.97778,0.82540,0.21212,0.96226,0.87273,0.96000,0.87931,0.67677,0.90566,1.00000,0.91667,1.00000
SMC2_KAP3,0.98654,0.18182,0.98077,0.88000,0.97778,0.89474,0.28283,0.96154,0.92000,0.95833,0.92593,0.38384,0.94231,0.94000,0.94000,0.94231
KAP3_SMC2,0.98654,0.18182,0.98077,0.88000,0.97778,0.89474,0.28283,0.96154,0.92000,0.95833,0.92593,0.38384,0.94231,0.94000,0.94000,0.94231
HOOK1_EPDR1,0.98637,0.20202,0.98113,0.88889,0.97959,0.89655,0.20202,0.98113,0.88889,0.97959,0.89655,0.20202,0.98113,0.88889,0.97959,0.89655
EPDR1_HOOK1,0.98637,0.20202,0.98113,0.88889,0.97959,0.89655,0.20202,0.98113,0.88889,0.97959,0.89655,0.20202,0.98113,0.88889,0.97959,0.89655
MECP2_ESRP1,0.98628,0.12121,0.98148,0.79630,0.97727,0.82812,0.19192,0.96296,0.90741,0.96078,0.91228,0.44444,0.94444,0.94444,0.94444,0.94444
ESRP1_MECP2,0.98628,0.12121,0.98148,0.79630,0.97727,0.82812,0.19192,0.96296,0.90741,0.96078,0.91228,0.44444,0.94444,0.94444,0.94444,0.94444
VINEX_DHYS,0.98614,0.15152,0.98113,0.85714,0.97674,0.88136,0.23232,0.96226,0.89796,0.95652,0.91071,0.85859,0.88679,1.00000,0.89091,1.00000
DHYS_VINEX,0.98614,0.15152,0.98113,0.85714,0.97674,0.88136,0.23232,0.96226,0.89796,0.95652,0.91071,0.85859,0.88679,1.00000,0.89091,1.00000
EGFR_ACACA,0.9861,0.17172,0.98182,0.86275,0.97778,0.88525,0.24242,0.96364,0.88235,0.95745,0.89831,0.80808,0.87273,1.00000,0.87931,1.00000
ACACA_EGFR,0.9861,0.17172,0.98182,0.86275,0.97778,0.88525,0.24242,0.96364,0.88235,0.95745,0.89831,0.80808,0.87273,1.00000,0.87931,1.00000
AL1A2_DHYS,0.98607,0.22222,0.98214,0.94000,0.97917,0.94828,0.22222,0.98214,0.94000,0.97917,0.94828,0.22222,0.98214,0.94000,0.97917,0.94828
DHYS_AL1A2,0.98607,0.22222,0.98214,0.94000,0.97917,0.94828,0.22222,0.98214,0.94000,0.97917,0.94828,0.22222,0.98214,0.94000,0.97917,0.94828
FHL1_RTKN,0.98599,0.21212,0.97959,0.92157,0.97917,0.92308,0.21212,0.97959,0.92157,0.97917,0.92308,0.21212,0.97959,0.92157,0.97917,0.92308
RTKN_FHL1,0.98599,0.21212,0.97959,0.92157,0.97917,0.92308,0.21212,0.97959,0.92157,0.97917,0.92308,0.21212,0.97959,0.92157,0.97917,0.92308
MECP2_IDI1,0.98596,0.25253,0.98246,0.87273,0.97959,0.88889,0.38384,0.94737,0.92727,0.94444,0.93103,0.75758,0.89474,0.98182,0.90000,0.98077
IDI1_MECP2,0.98596,0.25253,0.98246,0.87273,0.97959,0.88889,0.38384,0.94737,0.92727,0.94444,0.93103,0.75758,0.89474,0.98182,0.90000,0.98077
AL1A1_ESRP1,0.98594,0.12121,0.98148,0.83333,0.97826,0.85484,0.18182,0.96296,0.87037,0.95918,0.88136,0.41414,0.94444,0.96296,0.94545,0.96226
ESRP1_AL1A1,0.98594,0.12121,0.98148,0.83333,0.97826,0.85484,0.18182,0.96296,0.87037,0.95918,0.88136,0.41414,0.94444,0.96296,0.94545,0.96226
SMC2_EPDR1,0.9859,0.17172,0.98182,0.85714,0.97674,0.88525,0.50505,0.94545,0.97959,0.94118,0.98113,0.50505,0.94545,0.97959,0.94118,0.98113
EPDR1_SMC2,0.9859,0.17172,0.98182,0.85714,0.97674,0.88525,0.50505,0.94545,0.97959,0.94118,0.98113,0.50505,0.94545,0.97959,0.94118,0.98113
CDK1_EGLN,0.98589,0.35354,0.96552,0.90909,0.96154,0.91803,0.35354,0.96552,0.90909,0.96154,0.91803,0.58586,0.89655,0.98182,0.90000,0.98113
EGLN_CDK1,0.98589,0.35354,0.96552,0.90909,0.96154,0.91803,0.35354,0.96552,0.90909,0.96154,0.91803,0.58586,0.89655,0.98182,0.90000,0.98113
UCK2_E41L3,0.98577,0.16162,0.98039,0.82353,0.97674,0.84746,0.32323,0.96078,0.94118,0.96000,0.94231,0.32323,0.96078,0.94118,0.96000,0.94231
E41L3_UCK2,0.98577,0.16162,0.98039,0.82353,0.97674,0.84746,0.32323,0.96078,0.94118,0.96000,0.94231,0.32323,0.96078,0.94118,0.96000,0.94231
KAP3_IDI1,0.98575,0.16162,0.98077,0.88889,0.97959,0.89474,0.16162,0.98077,0.88889,0.97959,0.89474,0.29293,0.94231,0.94444,0.94444,0.94231
IDI1_KAP3,0.98575,0.16162,0.98077,0.88889,0.97959,0.89474,0.16162,0.98077,0.88889,0.97959,0.89474,0.29293,0.94231,0.94444,0.94444,0.94231
VINEX_ENOA,0.98559,0.17172,0.98113,0.89091,0.98000,0.89655,0.17172,0.98113,0.89091,0.98000,0.89655,0.17172,0.98113,0.89091,0.98000,0.89655
ENOA_VINEX,0.98559,0.17172,0.98113,0.89091,0.98000,0.89655,0.17172,0.98113,0.89091,0.98000,0.89655,0.17172,0.98113,0.89091,0.98000,0.89655
KAP3_FAS,0.98559,0.23232,0.98113,0.90909,0.98039,0.91228,0.26263,0.96226,0.92727,0.96226,0.92727,0.23232,0.98113,0.90909,0.98039,0.91228
FAS_KAP3,0.98559,0.23232,0.98113,0.90909,0.98039,0.91228,0.26263,0.96226,0.92727,0.96226,0.92727,0.23232,0.98113,0.90909,0.98039,0.91228
IDI1_EPDR1,0.98552,0.10101,1.00000,0.81481,1.00000,0.84615,0.37374,0.94545,0.88889,0.94118,0.89655,0.46465,0.92727,0.94444,0.92727,0.94444
EPDR1_IDI1,0.98552,0.10101,1.00000,0.81481,1.00000,0.84615,0.37374,0.94545,0.88889,0.94118,0.89655,0.46465,0.92727,0.94444,0.92727,0.94444
AL1A2_FAS,0.98548,0.24242,0.96552,0.94737,0.96429,0.94915,0.24242,0.96552,0.94737,0.96429,0.94915,0.24242,0.96552,0.94737,0.96429,0.94915
AL1A2_CYBP,0.98548,0.29293,0.96552,0.94737,0.96429,0.94915,0.35354,0.94828,0.96491,0.94828,0.96491,0.35354,0.94828,0.96491,0.94828,0.96491
ASNS_PGFRB,0.98548,0.13131,0.98148,0.88235,0.97826,0.89831,0.20202,0.96296,0.92157,0.95918,0.92857,0.42424,0.94444,0.98039,0.94340,0.98077
PGFRB_ASNS,0.98548,0.13131,0.98148,0.88235,0.97826,0.89831,0.20202,0.96296,0.92157,0.95918,0.92857,0.42424,0.94444,0.98039,0.94340,0.98077
FAS_AL1A2,0.98548,0.24242,0.96552,0.94737,0.96429,0.94915,0.24242,0.96552,0.94737,0.96429,0.94915,0.24242,0.96552,0.94737,0.96429,0.94915
FHL1_MSTO1,0.98548,0.21212,0.98077,0.87755,0.97727,0.89474,0.30303,0.96154,0.93878,0.95833,0.94340,0.30303,0.96154,0.93878,0.95833,0.94340
MSTO1_FHL1,0.98548,0.21212,0.98077,0.87755,0.97727,0.89474,0.30303,0.96154,0.93878,0.95833,0.94340,0.30303,0.96154,0.93878,0.95833,0.94340
CYBP_AL1A2,0.98548,0.29293,0.96552,0.94737,0.96429,0.94915,0.35354,0.94828,0.96491,0.94828,0.96491,0.35354,0.94828,0.96491,0.94828,0.96491
FHL1_PSME4,0.98539,0.20202,0.98039,0.86275,0.97778,0.87719,0.23232,0.96078,0.90196,0.95833,0.90741,0.60606,0.92157,0.98039,0.92593,0.97917
PSME4_FHL1,0.98539,0.20202,0.98039,0.86275,0.97778,0.87719,0.23232,0.96078,0.90196,0.95833,0.90741,0.60606,0.92157,0.98039,0.92593,0.97917
CDK1_MXRA7,0.98527,0.29293,0.98276,0.96364,0.98148,0.96610,0.29293,0.98276,0.96364,0.98148,0.96610,0.29293,0.98276,0.96364,0.98148,0.96610
MXRA7_CDK1,0.98527,0.29293,0.98276,0.96364,0.98148,0.96610,0.29293,0.98276,0.96364,0.98148,0.96610,0.29293,0.98276,0.96364,0.98148,0.96610
VINEX_GGCT,0.98525,0.08081,0.98113,0.76364,0.97674,0.80000,0.40404,0.96226,0.92727,0.96226,0.92727,0.40404,0.96226,0.92727,0.96226,0.92727
GGCT_VINEX,0.98525,0.08081,0.98113,0.76364,0.97674,0.80000,0.40404,0.96226,0.92727,0.96226,0.92727,0.40404,0.96226,0.92727,0.96226,0.92727
EGLN_ESRP1,0.98525,0.17172,0.98148,0.83333,0.97826,0.85484,0.17172,0.98148,0.83333,0.97826,0.85484,0.50505,0.92593,0.98148,0.92982,0.98039
ESRP1_EGLN,0.98525,0.17172,0.98148,0.83333,0.97826,0.85484,0.17172,0.98148,0.83333,0.97826,0.85484,0.50505,0.92593,0.98148,0.92982,0.98039
CLIC2_FAS,0.98518,0.42424,0.96552,0.94737,0.96429,0.94915,0.42424,0.96552,0.94737,0.96429,0.94915,0.42424,0.96552,0.94737,0.96429,0.94915
FAS_CLIC2,0.98518,0.42424,0.96552,0.94737,0.96429,0.94915,0.42424,0.96552,0.94737,0.96429,0.94915,0.42424,0.96552,0.94737,0.96429,0.94915
CLIC2_DPOD1,0.98506,0.16162,0.98214,0.87273,0.97959,0.88710,0.30303,0.94643,0.94545,0.94545,0.94643,0.30303,0.94643,0.94545,0.94545,0.94643
DPOD1_CLIC2,0.98506,0.16162,0.98214,0.87273,0.97959,0.88710,0.30303,0.94643,0.94545,0.94545,0.94643,0.30303,0.94643,0.94545,0.94545,0.94643
CDN2C_IMA1,0.985,0.06061,0.98077,0.76000,0.97436,0.80952,0.31313,0.96154,0.96000,0.96000,0.96154,0.57576,0.94231,0.98000,0.94231,0.98000
IMA1_CDN2C,0.985,0.06061,0.98077,0.76000,0.97436,0.80952,0.31313,0.96154,0.96000,0.96000,0.96154,0.57576,0.94231,0.98000,0.94231,0.98000
VINEX_AVL9,0.98498,0.06061,0.98113,0.75926,0.97619,0.80000,0.25253,0.96226,0.92593,0.96154,0.92727,0.67677,0.94340,1.00000,0.94737,1.00000
AVL9_VINEX,0.98498,0.06061,0.98113,0.75926,0.97619,0.80000,0.25253,0.96226,0.92593,0.96154,0.92727,0.67677,0.94340,1.00000,0.94737,1.00000
KAP3_UCK2,0.98489,0.16162,0.97917,0.86275,0.97778,0.87037,0.27273,0.95833,0.92157,0.95918,0.92000,0.27273,0.95833,0.92157,0.95918,0.92000
UCK2_KAP3,0.98489,0.16162,0.97917,0.86275,0.97778,0.87037,0.27273,0.95833,0.92157,0.95918,0.92000,0.27273,0.95833,0.92157,0.95918,0.92000
MXRA7_MSTO1,0.98488,0.24242,0.98148,0.89796,0.97778,0.91379,0.38384,0.96296,0.93878,0.95833,0.94545,0.38384,0.96296,0.93878,0.95833,0.94545
MSTO1_MXRA7,0.98488,0.24242,0.98148,0.89796,0.97778,0.91379,0.38384,0.96296,0.93878,0.95833,0.94545,0.38384,0.96296,0.93878,0.95833,0.94545
AL1L1_ASNS,0.98484,0.11111,0.98077,0.76923,0.97561,0.80952,0.30303,0.96154,0.92308,0.96000,0.92593,0.46465,0.94231,0.96154,0.94340,0.96078
ASNS_AL1L1,0.98484,0.11111,0.98077,0.76923,0.97561,0.80952,0.30303,0.96154,0.92308,0.96000,0.92593,0.46465,0.94231,0.96154,0.94340,0.96078
AL1A2_IDI1,0.98474,0.16162,0.98214,0.87273,0.97959,0.88710,0.31313,0.94643,0.94545,0.94545,0.94643,0.31313,0.94643,0.94545,0.94545,0.94643
IDI1_AL1A2,0.98474,0.16162,0.98214,0.87273,0.97959,0.88710,0.31313,0.94643,0.94545,0.94545,0.94643,0.31313,0.94643,0.94545,0.94545,0.94643
CLIC2_RTKN,0.98471,0.28283,0.98000,0.90196,0.97872,0.90741,0.28283,0.98000,0.90196,0.97872,0.90741,0.28283,0.98000,0.90196,0.97872,0.90741
RTKN_CLIC2,0.98471,0.28283,0.98000,0.90196,0.97872,0.90741,0.28283,0.98000,0.90196,0.97872,0.90741,0.28283,0.98000,0.90196,0.97872,0.90741
MXRA7_MD2L1,0.98469,0.23232,0.98214,0.87500,0.98000,0.88710,0.34343,0.96429,0.92857,0.96296,0.93103,0.34343,0.96429,0.92857,0.96296,0.93103
MD2L1_MXRA7,0.98469,0.23232,0.98214,0.87500,0.98000,0.88710,0.34343,0.96429,0.92857,0.96296,0.93103,0.34343,0.96429,0.92857,0.96296,0.93103
ASNS_EGFR,0.98462,0.11111,0.98182,0.82692,0.97727,0.85714,0.44444,0.94545,0.94231,0.94231,0.94545,0.75758,0.90909,1.00000,0.91228,1.00000
EGFR_ASNS,0.98462,0.11111,0.98182,0.82692,0.97727,0.85714,0.44444,0.94545,0.94231,0.94231,0.94545,0.75758,0.90909,1.00000,0.91228,1.00000
PGFRB_PSME4,0.98462,0.16162,0.98039,0.92157,0.97917,0.92593,0.16162,0.98039,0.92157,0.97917,0.92593,0.16162,0.98039,0.92157,0.97917,0.92593
CDN2C_IDI1,0.98462,0.17172,0.98077,0.89091,0.98000,0.89474,0.30303,0.96154,0.94545,0.96296,0.94340,0.30303,0.96154,0.94545,0.96296,0.94340
IDI1_CDN2C,0.98462,0.17172,0.98077,0.89091,0.98000,0.89474,0.30303,0.96154,0.94545,0.96296,0.94340,0.30303,0.96154,0.94545,0.96296,0.94340
PSME4_PGFRB,0.98462,0.16162,0.98039,0.92157,0.97917,0.92593,0.16162,0.98039,0.92157,0.97917,0.92593,0.16162,0.98039,0.92157,0.97917,0.92593
IMA1_EHD2,0.98456,0.18182,0.98246,0.86000,0.97727,0.88889,0.22222,0.94737,0.92000,0.93878,0.93103,0.75758,0.89474,1.00000,0.89286,1.00000
EHD2_IMA1,0.98456,0.18182,0.98246,0.86000,0.97727,0.88889,0.22222,0.94737,0.92000,0.93878,0.93103,0.75758,0.89474,1.00000,0.89286,1.00000
CLIC2_HMCS1,0.98442,0.23232,0.98182,0.89286,0.98039,0.90000,0.23232,0.98182,0.89286,0.98039,0.90000,0.23232,0.98182,0.89286,0.98039,0.90000
CLIC2_MD2L1,0.98442,0.22222,0.98182,0.89286,0.98039,0.90000,0.28283,0.94545,0.91071,0.94444,0.91228,0.22222,0.98182,0.89286,0.98039,0.90000
HMCS1_CLIC2,0.98442,0.23232,0.98182,0.89286,0.98039,0.90000,0.23232,0.98182,0.89286,0.98039,0.90000,0.23232,0.98182,0.89286,0.98039,0.90000
MD2L1_CLIC2,0.98442,0.22222,0.98182,0.89286,0.98039,0.90000,0.28283,0.94545,0.91071,0.94444,0.91228,0.22222,0.98182,0.89286,0.98039,0.90000
CDN2C_GNA1,0.98424,0.28283,0.98039,0.94643,0.98148,0.94340,0.28283,0.98039,0.94643,0.98148,0.94340,0.28283,0.98039,0.94643,0.98148,0.94340
GNA1_CDN2C,0.98424,0.28283,0.98039,0.94643,0.98148,0.94340,0.28283,0.98039,0.94643,0.98148,0.94340,0.28283,0.98039,0.94643,0.98148,0.94340
ASNS_EHD2,0.9842,0.0404,1.00000,0.65385,1.00000,0.75676,0.57576,0.94643,1.00000,0.94545,1.00000,0.57576,0.94643,1.00000,0.94545,1.00000
EHD2_ASNS,0.9842,0.0404,1.00000,0.65385,1.00000,0.75676,0.57576,0.94643,1.00000,0.94545,1.00000,0.57576,0.94643,1.00000,0.94545,1.00000
DPOD1_CDN2C,0.98402,0.18182,0.98039,0.87037,0.97917,0.87719,0.39394,0.96078,0.96296,0.96296,0.96078,0.39394,0.96078,0.96296,0.96296,0.96078
CDN2C_DPOD1,0.98402,0.18182,0.98039,0.87037,0.97917,0.87719,0.39394,0.96078,0.96296,0.96296,0.96078,0.39394,0.96078,0.96296,0.96296,0.96078
KAP3_AVL9,0.98402,0.15152,0.98039,0.85185,0.97872,0.86207,0.34343,0.96078,0.94444,0.96226,0.94231,0.34343,0.96078,0.94444,0.96226,0.94231
AVL9_KAP3,0.98402,0.15152,0.98039,0.85185,0.97872,0.86207,0.34343,0.96078,0.94444,0.96226,0.94231,0.34343,0.96078,0.94444,0.96226,0.94231
PGS2_ACACA,0.98396,0.27273,0.98182,0.92157,0.97917,0.93103,0.42424,0.96364,0.98039,0.96154,0.98148,0.42424,0.96364,0.98039,0.96154,0.98148
ACACA_PGS2,0.98396,0.27273,0.98182,0.92157,0.97917,0.93103,0.42424,0.96364,0.98039,0.96154,0.98148,0.42424,0.96364,0.98039,0.96154,0.98148
SMC2_MECP2,0.98393,0.15152,1.00000,0.86000,1.00000,0.88889,0.29293,0.94643,0.90000,0.93750,0.91379,0.67677,0.91071,0.96000,0.90566,0.96226
MECP2_SMC2,0.98393,0.15152,1.00000,0.86000,1.00000,0.88889,0.29293,0.94643,0.90000,0.93750,0.91379,0.67677,0.91071,0.96000,0.90566,0.96226
CDN2C_HMCS1,0.98386,0.18182,0.98077,0.85714,0.97959,0.86441,0.23232,0.96154,0.89286,0.96154,0.89286,0.30303,0.94231,0.92857,0.94545,0.92453
HMCS1_CDN2C,0.98386,0.18182,0.98077,0.85714,0.97959,0.86441,0.23232,0.96154,0.89286,0.96154,0.89286,0.30303,0.94231,0.92857,0.94545,0.92453
AL1A2_DPOD1,0.98377,0.10101,0.98214,0.78182,0.97727,0.82090,0.22222,0.94643,0.94545,0.94545,0.94643,0.66667,0.92857,0.98182,0.93103,0.98113
